Brand,Model,Launch Date,Price,Ground Type,Material,Weight,Players
Nike,Mercurial Superfly SE,2016-04-07,300$,['FG'],KNIT,200g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Hypervenom Phantom II SE,2016-04-07,300$,['FG'],SYNTHETIC,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,HypervenomX Proximo SE,2016-04-07,175$,['IN'],SYNTHETIC,0g,[None]
Nike,MercurialX Proximo SE,2016-04-07,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo SE,2016-04-07,150$,['IN'],KNIT,0g,[None]
Nike,TiempoX Proximo IC,2016-04-07,175$,['IN'],KANGAROO,0g,[None]
Umbro,Speciali Eternal,2015-12-19,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,Speciali Eternal,2015-09-07,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,Speciali Eternal,2016-01-12,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,Speciali Eternal,2015-07-01,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,Speciali Eternal,2015-07-01,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,Speciali Eternal,2015-08-19,165$,"['HG', 'SG']",KANGAROO,0g,['PEPE']
Umbro,UX-2 Pro,2015-07-22,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,UX-2 Pro,2015-07-22,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,UX-2 Pro,2015-08-18,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,UX-2 Pro,2016-02-15,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,UX-2 Pro,2015-10-12,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,Medusae Pro,2016-03-29,195$,"['HG', 'SG']",KANGAROO,185g,[None]
Umbro,Velocita II Pro,2016-03-29,195$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Adidas,ACE 16+ Purecontrol,2016-03-22,300$,"['FG', 'SG']",KNIT,224g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
Adidas,ACE 16+ TKRZ,2016-04-05,140$,['AG'],SYNTHETIC,266g,[None]
Adidas,ACE 16.3 Court,2016-04-05,110$,['IN'],SYNTHETIC,300g,[None]
Adidas,ACE 16.1 ,2016-04-05,200$,"['AG', 'FG', 'SG']",SYNTHETIC,193g,[None]
ADIDAS,ACE 16.1 LEATHER,2016-04-05,200$,"['AG', 'FG', 'SG']",KANGAROO,193g,[None]
Adidas,ACE 16.1 Primeknit,2016-04-05,250$,"['AG', 'FG', 'SG']",KNIT,176g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
Adidas,ACE 16.1 Street,2016-03-03,110$,['ST'],SYNTHETIC,204g,[None]
Adidas,ACE 16.3 TF,2016-04-05,70$,['TF'],SYNTHETIC,312g,[None]
Adidas,ACE 16.3 IN,2016-04-05,70$,['IN'],SYNTHETIC,283g,[None]
Adidas,ACE 16.3 Primemesh TF,2016-04-05,80$,['TF'],SYNTHETIC,295g,[None]
Adidas,Copa SL,2016-04-16,250$,['FG'],SYNTHETIC,176g,[None]
Adidas,Copa SL CT,2016-04-16,150$,['IN'],SYNTHETIC,260g,[None]
Adidas,Messi 15.3 IN,2016-01-13,70$,['IN'],SYNTHETIC,266g,[None]
Adidas,Messi 15.3 TF,2016-01-13,70$,['TF'],SYNTHETIC,266g,[None]
Adidas,X 15+ SL,2016-04-01,250$,"['AG', 'FG', 'SG']",SYNTHETIC,0g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
ADIDAS,X 15.3 IN,2016-03-24,70$,['IN'],SYNTHETIC,278g,[None]
ADIDAS,X 15.3 TF,2016-03-24,70$,['TF'],SYNTHETIC,300g,[None]
ADIDAS,X 15.1,2016-03-14,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
ADIDAS,X 15.1 Leather,2016-03-13,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
ADIDAS,X 15.1 ,2016-03-24,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
ADIDAS,X 15.1 Leather,2016-03-24,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Puma,evoSPEED SL II,2016-04-20,250$,"['FG', 'SG']",SYNTHETIC,107g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL II Leather,2016-04-20,240$,"['FG', 'SG']",CALF,0g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED 1.5,2016-04-20,195$,"['AG', 'FG', 'SG']",SYNTHETIC,107g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED 4.5,2016-04-20,70$,"['FG', 'IN']",SYNTHETIC,0g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED 5.5,2016-04-20,55$,"['FG', 'TF']",SYNTHETIC,0g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoPOWER 1.3,2016-04-20,220$,"['AG', 'FG', 'SG']",SYNTHETIC,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 3.3,2016-04-20,75$,['FG'],SYNTHETIC,0g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 4.3,2016-04-20,50$,"['AG', 'FG', 'IN', 'TF']",SYNTHETIC,0g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Nike,HyperVenom Phantom II,2016-10-03,275$,"['AG', 'FG', 'SG']",SYNTHETIC,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Umbro,Velocita II Pro,2016-04-21,195$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,UX-2 Pro,2016-04-21,180$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Under,Armour ClutchFit Force,2015-02-11,175$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force,2015-02-11,175$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force,2015-02-11,175$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force,2015-02-11,175$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit 'Multi Camo',2015-09-15,175$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force 2.0,2016-01-05,185$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force 2.0,2015-12-01,185$,"['FG', 'HG', 'SG']",SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force 2.0,2016-03-19,210$,['FG'],SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force 2.0,2016-03-19,210$,['FG'],SYNTHETIC,225g,['MEMPHIS DEPAY']
Under,Armour ClutchFit Force IN,2015-02-11,70$,['IN'],SYNTHETIC,250g,[None]
Under,Armour ClutchFit Force IN,2015-02-11,70$,['IN'],SYNTHETIC,250g,[None]
Under,Armour ClutchFit Force 2.0 IN,2016-01-05,70$,['IN'],SYNTHETIC,250g,[None]
Under,Armour ClutchFit Force 2.0 IN,2015-12-01,70$,['IN'],SYNTHETIC,250g,[None]
Under,Armour ClutchFit Force 2.0 TR,2016-01-05,70$,['TF'],SYNTHETIC,255g,[None]
Under,Armour ClutchFit Force 2.0 TR,2015-12-01,70$,['TF'],SYNTHETIC,255g,[None]
Under,Armour Speedform CRM,2015-04-14,220$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2015-04-14,220$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CBN Leather,2014-07-10,220$,['FG'],KANGAROO,213g,['MEMPHIS DEPAY']
Under,Armour Speedform CBN Leather,2015-07-10,220$,['FG'],KANGAROO,213g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2015-12-01,229$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform Flash IN,2015-12-01,250$,['IN'],SYNTHETIC,70g,[None]
Under,Armour Speedform Flash TR,2015-12-01,255$,['TF'],SYNTHETIC,60g,[None]
Under,Armour Speedform CRM,2016-01-05,220$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform Flash IN,2016-01-05,70$,['IN'],SYNTHETIC,250g,[None]
Under,Armour Speedform Flash TR,2016-01-05,60$,['TF'],SYNTHETIC,255g,[None]
Under,Armour Speedform CRM,2015-10-20,220$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2015-07-10,220$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2016-03-19,230$,"['FG', 'HG', 'SG']",SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2016-03-19,230$,['FG'],SYNTHETIC,210g,['MEMPHIS DEPAY']
Under,Armour Speedform CRM,2016-03-06,220$,['FG'],SYNTHETIC,210g,['MEMPHIS DEPAY']
Mizuno,Morelia2 ,2014-01-01,280$,['FG'],KANGAROO,215g,[None]
Mizuno,Morelia2 ,2014-01-01,280$,['FG'],KANGAROO,215g,[None]
Mizuno,Morelia Neo,2015-12-14,280$,"['AG', 'FG', 'SG']",KANGAROO,180g,['HULK']
Mizuno,Morelia Neo,2016-01-21,280$,"['FG', 'SG']",KANGAROO,180g,['HULK']
Mizuno,Morelia Neo,2016-01-22,280$,"['FG', 'SG']",KANGAROO,180g,['HULK']
Mizuno,Morelia Neo MD,2015-11-01,230$,"['FG', 'SG']",KANGAROO,195g,[None]
Mizuno,Morelia Neo MD,2015-12-14,230$,"['FG', 'SG']",KANGAROO,195g,[None]
Mizuno,Morelia Neo MD,2016-01-22,230$,"['FG', 'SG']",KANGAROO,195g,[None]
Mizuno,Basara 001 MD,2015-08-04,210$,['FG'],SYNTHETIC,200g,[None]
Mizuno,Basara 101 MD,2014-06-05,210$,['FG'],SYNTHETIC,200g,[None]
Mizuno,Wave Ignitus 3,2015-07-08,230$,['FG'],SYNTHETIC,235g,[None]
Mizuno,Wave Ignitus 4 MD,2015-12-14,230$,['FG'],SYNTHETIC,235g,[None]
NewBalance,Visaro Pro,2015-09-18,180$,"['FG', 'SG']",SYNTHETIC,232g,['VINCENT KOMPANY']
NewBalance,Visaro Pro,2015-06-16,180$,"['FG', 'SG']",SYNTHETIC,232g,['VINCENT KOMPANY']
NewBalance,Visaro Pro,2015-11-20,180$,"['FG', 'SG']",SYNTHETIC,232g,['VINCENT KOMPANY']
NewBalance,Visaro Pro,2016-02-19,180$,"['FG', 'SG']",SYNTHETIC,232g,['VINCENT KOMPANY']
NewBalance,Visaro Control IN,2016-02-19,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Visaro Control TF,2016-02-19,70$,['TF'],SYNTHETIC,232g,[None]
NewBalance,Visaro Control IN,2015-11-20,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Visaro Control TF,2015-11-20,70$,['TF'],SYNTHETIC,267g,[None]
NewBalance,Visaro Control IN,2015-09-18,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Furon Pro,2015-09-18,180$,"['FG', 'HG', 'SG']",SYNTHETIC,232g,[None]
NewBalance,Furon Dispatch IN,2015-09-18,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Furon Pro,2015-11-20,180$,"['FG', 'HG', 'SG']",SYNTHETIC,232g,[None]
NewBalance,Furon Dispatch IN,2015-11-20,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Furon Dispatch TF,2015-11-20,70$,['TF'],SYNTHETIC,267g,[None]
NewBalance,Furon Pro,2016-02-19,180$,"['FG', 'HG', 'SG']",SYNTHETIC,232g,[None]
NewBalance,Furon Dispatch IN,2016-02-19,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Furon Dispatch TF,2016-02-19,70$,['TF'],SYNTHETIC,267g,[None]
NewBalance,Furon Pro,2015-06-16,180$,"['FG', 'HG', 'SG']",SYNTHETIC,232g,[None]
Nike,MercurialX Finale TF,2016-04-21,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MercurialX Finale IC,2016-04-21,90$,['IN'],SYNTHETIC,0g,[None]
Nike,HypervenomX Finale TF,2016-04-21,100$,['TF'],SYNTHETIC,0g,[None]
Nike,HypervenomX Finale IC,2016-04-21,100$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2016-04-21,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2016-04-21,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MercurialX Proximo TF,2016-04-21,150$,['TF'],KNIT,0g,[None]
Nike,HypervenomX Proximo TF,2016-04-21,150$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Proximo TF,2016-04-21,150$,['TF'],KNIT,0g,[None]
Adidas,ACE 16+ Purecontrol,2016-05-24,300$,"['FG', 'SG']",KNIT,224g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
NewBalance,Furon Pro,2016-05-16,180$,"['FG', 'HG', 'SG']",SYNTHETIC,232g,['MEMPHIS']
Nike,Magista Obra,2016-05-28,275$,"['AG', 'FG']",SYNTHETIC,205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Adidas,ACE 16+ Purecontrol Women's,2016-07-15,300$,"['FG', 'SG']",KNIT,224g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
Adidas,X 16.1 ,2016-07-15,220$,"['AG', 'FG', 'SG']",SYNTHETIC,0g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 16.1 Leather,2016-07-15,200$,"['AG', 'FG', 'SG']",SYNTHETIC,0g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 16.1 Leather Women's,2016-07-15,200$,"['AG', 'FG', 'SG']",KANGAROO,0g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,Messi 16.1,2016-07-15,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,['MESSI']
Adidas,Gloro 16.1,2016-07-10,110$,['FG'],KANGAROO,238g,[None]
Adidas,Gloro 16.1,2016-07-10,110$,['FG'],KANGAROO,238g,[None]
Adidas,Gloro 16.1,2016-07-10,110$,['FG'],KANGAROO,238g,[None]
Nike,Mercurial Vapor XI,2016-07-05,200$,"['FG', 'SG']",SYNTHETIC,0g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Tiempo Legend VI,2016-07-05,210$,"['AG', 'FG', 'HG', 'SG']",KANGAROO,244g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Hypervenom Phinish,2016-07-05,200$,"['AG', 'FG']",SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Adidas,X 16.1 ,2016-08-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,0g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Nike,Mercurial Superfly Heritage iD,2016-05-09,315$,"['AG', 'FG', 'SG']",KNIT,200g,"['RONALDO,', 'ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Mercurial Superfly Heritage iD,2016-05-09,315$,"['AG', 'FG', 'SG']",KNIT,200g,"['RONALDO,', 'ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Mercurial Superfly Heritage iD,2016-05-09,315$,"['AG', 'FG', 'SG']",KNIT,200g,"['RONALDO,', 'ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Mercurial Superfly Heritage iD,2016-05-09,315$,"['AG', 'FG', 'SG']",KNIT,200g,"['RONALDO,', 'ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Mercurial Superfly What The Mercurial,2016-05-05,0$,['FG'],KNIT,200g,"['RONALDO,', 'ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Adidas,Ace 16.1,2016-05-02,200$,"['FG', 'SG']",SYNTHETIC,193g,"['OSCAR,', 'FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'JAMES RODRIGUES']"
Adidas,Ace 16+ PureControl,2016-07-15,300$,"['FG', 'SG']",KNIT,224g,"['OSCAR,', 'FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'JAMES RODRIGUES']"
Adidas,X 15.1,2016-05-02,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['OSCAR,', 'FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'JAMES RODRIGUES']"
Adidas,X 16.1,2016-07-15,200$,"['FG', 'SG']",SYNTHETIC,0g,[None]
Adidas,X 16.1 Leather,2016-05-24,200$,"['FG', 'SG']",KANGAROO,0g,[None]
Adidas,X 16.1,2016-09-16,200$,"['FG', 'SG']",SYNTHETIC,0g,[None]
Nike,MagistaX Proximo TF,2015-12-21,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-12-02,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-10-05,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-09-21,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-06-29,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-06-23,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-04-01,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo TF,2015-04-01,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Finale TF,2015-12-02,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2015-12-21,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2015-09-21,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2015-06-29,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2015-10-05,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale TF,2016-03-27,90$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2015-12-02,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2015-12-21,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2015-09-21,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2015-06-29,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2015-10-05,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Finale IC,2016-03-27,90$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Proximo TF,2016-03-27,150$,['TF'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2016-03-27,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Pro IC,2015-12-02,65$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Pro IC,2015-12-21,65$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Pro IC,2015-09-21,65$,['IN'],SYNTHETIC,0g,[None]
Nike,MagistaX Pro TF,2015-12-02,65$,['TF'],SYNTHETIC,0g,[None]
Nike,MagistaX Pro TF,2015-09-21,65$,['TF'],SYNTHETIC,0g,[None]
Nike,Mercurial Vapor XI,2016-05-28,230$,"['FG', 'SG']",SYNTHETIC,200g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Magista Opus,2016-05-28,200$,"['AG', 'FG']",SYNTHETIC,0g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Adidas,PDS X,2016-03-21,299$,['FG'],KANGAROO,235g,[None]
Adidas,Messi 16+ PureAgility,2016-05-24,300$,"['FG', 'SG']",SYNTHETIC,192g,['MESSI']
Under,Armour Spotlight,2016-07-01,220$,['FG'],SYNTHETIC,0g,['MEMPHIS']
Adidas,Mundial Goal,2010-01-01,95$,['IN'],KANGAROO,340g,[None]
Adidas,Copa Mundial,2010-01-01,150$,['FG'],KANGAROO,331g,[None]
Adidas,Copa Mundial,2010-01-01,150$,['FG'],KANGAROO,331g,[None]
Adidas,Mundial Team,2010-01-01,95$,['TF'],KANGAROO,360g,[None]
Adidas,Kaiser 5 Liga,2014-12-09,140$,"['FG', 'SG']",KANGAROO,331g,[None]
Adidas,Kaiser 5 Liga,2014-12-09,140$,"['FG', 'SG']",KANGAROO,331g,[None]
Adidas,Kaiser 5 Liga,2014-12-09,140$,"['FG', 'SG']",KANGAROO,331g,[None]
Adidas,Kaiser 5 Team,2014-12-09,95$,['TF'],KANGAROO,360g,[None]
Adidas,Kaiser 5 Team,2014-12-09,95$,['TF'],KANGAROO,360g,[None]
Adidas,Kaiser 5 Team,2014-12-09,95$,['TF'],KANGAROO,360g,[None]
Adidas,Kaiser 5 Team,2014-12-09,95$,['TF'],KANGAROO,360g,[None]
NewBalance,Furon Dispatch IN,2016-05-01,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Furon Dispatch TF,2016-05-01,70$,['TF'],SYNTHETIC,267g,[None]
NewBalance,Visaro Pro,0000-00-00,180$,"['FG', 'SG']",SYNTHETIC,232g,['MEMPHIS']
NewBalance,Visaro Control IN,2016-05-01,70$,['IN'],SYNTHETIC,267g,[None]
NewBalance,Visaro Control TF,2016-05-01,70$,['TF'],SYNTHETIC,267g,[None]
NewBalance,Visaro Leather,2016-05-01,210$,"['FG', 'SG']",KANGAROO,227g,[None]
NewBalance,Visaro Leather,2015-06-01,210$,"['FG', 'SG']",KANGAROO,227g,[None]
Adidas,X 16+ PureChaos,2016-05-24,300$,"['FG', 'SG']",KANGAROO,192g,"['THOMAS MULLER,', 'GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA,', 'MARCELO']"
Nike,HypervenomX Proximo TF,2016-05-28,150$,['TF'],SYNTHETIC,0g,[None]
Nike,HypervenomX Finale IC,2016-05-28,100$,['IN'],SYNTHETIC,0g,[None]
Nike,HypervenomX Finale TF,2016-05-28,100$,['TF'],SYNTHETIC,0g,[None]
Nike,Hypervenom Phinish II,2016-05-28,200$,"['AG', 'FG']",SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Hypervenom Phatal II Dynamic Fit,2016-05-28,170$,['FG'],SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Hypervenom Phatal II,2016-05-28,130$,['FG'],SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Hypervenom Phelon II,2016-05-28,75$,['FG'],SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Hypervenom Phelon II IC,2016-05-28,75$,['IN'],SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Hypervenom Phelon II TF,2016-05-28,75$,['TF'],SYNTHETIC,0g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Magista Orden,2016-05-28,130$,['FG'],SYNTHETIC,0g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Onda,2016-05-28,75$,['FG'],SYNTHETIC,0g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Onda IC,2016-05-28,75$,['IN'],SYNTHETIC,0g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Onda TF,2016-05-28,75$,['TF'],SYNTHETIC,0g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,HypervenomX Proximo NJR x JORDAN IC,2016-06-01,190$,['IN'],SYNTHETIC,0g,[None]
Nike,Hypervenom Phantom II NJR X JORDAN,2016-06-01,375$,['FG'],SYNTHETIC,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Tiempo Legacy II,2016-05-28,120$,"['AG', 'FG', 'HG']",CALF,0g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Tiempo Mystic V,2016-05-28,85$,['FG'],COW,0g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Tiempo Mystiq V IC,2016-05-28,85$,['IN'],COW,0g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Tiempo Mystiq V TF,2016-05-28,85$,['IN'],COW,0g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
