Brand,Model,Launch Date,Price,Ground Type,Material,Weight,Players
Nike,Magista Obra,2015-04-25,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-04-25,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-12-02,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-05-27,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2014-12-01,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2014-09-25,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-09-28,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-02-05,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-07-17,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2016-02-09,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2014-07-12,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra,2015-03-27,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra Women's,2016-02-01,275$,['FG'],"SYNTHETIC,",205g,[None]
Nike,Magista Obra Women's,2015-07-04,275$,['FG'],"SYNTHETIC,",205g,[None]
Nike,Magista Obra Leather,2015-08-11,290$,"['AG', 'FG', 'SG']",KANGAROO,205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra Leather,2015-11-12,290$,"['AG', 'FG', 'SG']",KANGAROO,205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra BHM,2016-02-12,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,MagistaX Proximo IC,2015-12-21,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-12-02,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-06-23,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-09-21,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-10-05,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-04-01,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-06-29,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2015-04-01,150$,['IN'],KNIT,0g,[None]
Nike,MercurialX Proximo,2015-12-21,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-06-23,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-10-05,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-09-28,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-12-02,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-04-01,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-04-01,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo,2015-06-29,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,HypervenomX Proximo,2015-10-05,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2015-06-23,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2015-12-21,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2015-09-28,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2015-12-02,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2015-06-29,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,MercurialX Proximo,2015-04-17,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo CR7,2015-10-29,160$,"['IN', 'TF']",KNIT,0g,[None]
Nike,HypervenomX Proximo Neymar,2016-02-02,150$,['IN'],KNIT,0g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Elastico Superfly,2014-10-09,150$,"['IN', 'TF']","SYNTHETIC,",238g,[None]
Nike,Mercurial Superfly Leather,2016-03-01,285$,"['AG', 'FG', 'SG']",KANGAROO,200g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,HyperVenom Phantom II Leather,2016-03-01,300$,"['AG', 'FG', 'SG']",KANGAROO,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Magista Obra Leather,2016-03-01,290$,"['AG', 'FG', 'SG']",KANGAROO,205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Mercurial Superfly Leave Your Legacy,2016-01-23,285$,['FG'],KNIT,200g,['CARLI LLOYD']
Nike,Mercurial Superfly CR7 324K Gold,2016-01-01,0$,['FG'],KNIT,200g,['CHRISTIANO RONALDO']
Nike,Mercurial Superfly CR7 Quinhentos,2016-03-04,0$,['FG'],KNIT,200g,['CHRISTIANO RONALDO']
Nike,Hypervenom Phantom II,2015-09-22,275$,"['AG', 'FG', 'SG']",SYNTHETIC,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Mercurial Superfly Women's,2016-03-15,275$,['FG'],KNIT,200g,[None]
Nike,Mercurial Superfly,2016-03-27,275$,"['AG', 'FG', 'SG']",KNIT,200g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Nike,Magista Obra,2016-03-27,275$,"['AG', 'FG', 'SG']","SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Magista Obra Women's,2016-03-15,275$,['FG'],"SYNTHETIC,",205g,[None]
Nike,HypervenomX Proximo IC,2016-05-28,150$,['IN'],SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo,2016-03-27,150$,"['IN', 'TF']",SYNTHETIC,0g,[None]
Nike,HypervenomX Proximo IC,2016-04-21,150$,['IN'],SYNTHETIC,0g,[None]
Nike,MercurialX Proximo,2016-03-27,150$,"['IN', 'TF']",KNIT,0g,[None]
Nike,MercurialX Proximo IC,2016-04-21,150$,['IN'],KNIT,0g,[None]
Nike,MagistaX Proximo IC,2016-04-21,150$,['IN'],KNIT,0g,[None]
Nike,Tiempo Legend VI,2016-03-07,210$,"['AG', 'FG', 'HG', 'SG']",KANGAROO,244g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,HypervenomX Proximo IC,2016-07-05,150$,['IN'],SYNTHETIC,0g,[None]
Puma,evoPOWER 1.3,2016-01-14,220$,"['AG', 'FG', 'SG']",SYNTHETIC,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 1.3,2016-02-14,220$,"['AG', 'FG', 'SG']",SYNTHETIC,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 1.3 Leather,2016-01-14,225$,"['AG', 'FG', 'SG']",KANGAROO,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 1.3 Leather,2016-02-14,225$,"['AG', 'FG', 'SG']",KANGAROO,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Puma,evoPOWER 1.3 Camo,2016-01-14,250$,"['AG', 'FG', 'SG']",SYNTHETIC,205g,"['FABREGAS,', 'BALOTELLI,', 'GIROUD,', 'YAYA TOURE.TOURE']"
Adidas,ACE 15.1,2015-05-25,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1 Leather,2015-06-01,220$,"['AG', 'FG', 'SG']",KANGAROO,269g,"['OSCAR,', 'IKER CASILLAS,', 'FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1,2015-12-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1 Leather,2015-12-01,220$,"['AG', 'FG', 'SG']",KANGAROO,269g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1 Leather,2015-07-01,220$,"['AG', 'FG', 'SG']",KANGAROO,269g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1 Leather,2015-10-01,220$,"['AG', 'FG', 'SG']",KANGAROO,269g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1,2015-07-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1,2015-08-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1 Eskolaite,2015-08-01,230$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1,2015-10-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15.1,2015-12-01,220$,"['AG', 'FG', 'SG']",SYNTHETIC,252g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15+ Primeknit,2015-09-28,250$,"['AG', 'FG', 'SG']",KNIT,278g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15+ Primeknit CG,2015-10-01,150$,"['IN', 'TF']",KNIT,306g,[None]
Adidas,ACE 15+ PrimeKnit,2015-12-01,250$,"['AG', 'FG', 'SG']",KNIT,278g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 15+ Primeknit CG,2015-12-01,150$,"['IN', 'TF']",KNIT,306g,[None]
Adidas,ACE 16+ TKRZ,2016-02-01,150$,['TF'],SYNTHETIC,266g,[None]
Adidas,ACE 16+ TKRZ,2015-02-01,150$,['TF'],SYNTHETIC,266g,[None]
Adidas,ACE 16.1,2016-01-30,200$,"['AG', 'FG', 'SG']",SYNTHETIC,193g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1,2016-01-25,200$,"['AG', 'FG', 'SG']",SYNTHETIC,193g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1 CG,2016-02-01,90$,"['IN', 'TF']",SYNTHETIC,300g,[None]
Adidas,ACE 16.1 Primeknit,2016-01-29,250$,"['AG', 'FG', 'SG']",KNIT,176g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1 Primeknit,2016-02-26,250$,"['AG', 'FG', 'SG']",KNIT,176g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1 Primeknit,2016-02-01,250$,"['AG', 'FG', 'SG']",KNIT,176g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1 Primeknit Womens,2016-02-01,250$,"['AG', 'FG', 'SG']",KNIT,176g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16.1 Leather,2016-01-31,200$,"['AG', 'FG', 'SG']",KANGAROO,193g,[None]
Adidas,ACE 16.1 Primeknit,2016-01-25,250$,"['FG', 'SG']",KNIT,176g,"['FERNANDO TORRES,', 'XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES']"
Adidas,ACE 16+ Purecontrol,2016-01-29,300$,"['AG', 'FG', 'SG']",KNIT,224g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
Adidas,ACE 16+ Purecontrol,2016-01-25,300$,"['AG', 'FG', 'SG']",KNIT,224g,"['XABI ALONSO,', 'MESUT OZIL,', 'MANUEL NEUER,', 'JAMES RODRIGUES,', 'JUAN MATA']"
Adidas,ACE 16.1 Leather,2016-01-25,200$,"['AG', 'FG', 'SG']",KANGAROO,193g,[None]
Adidas,X 15+ Primeknit CG,2015-10-01,150$,"['IN', 'ST']",KNIT,289g,[None]
Adidas,X 15.1 Primeknit,2015-12-01,250$,"['AG', 'FG', 'SG']",KNIT,212g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15+ Primeknit CG,2015-12-01,150$,"['IN', 'ST']",KNIT,289g,[None]
Adidas,X 15.1 Primeknit,2016-03-01,250$,"['AG', 'FG', 'SG']",KNIT,212g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Leather,2015-12-01,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Leather,2015-06-01,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Leather,2015-10-01,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-05-25,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-07-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Eskolaite,2015-08-01,230$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-10-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2016-02-06,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2016-02-26,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Leather,2016-03-01,200$,"['AG', 'FG', 'SG']",KANGAROO,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-07-29,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-10-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1 Women,2016-02-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,198g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-12-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Adidas,X 15.1,2015-09-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA']"
Puma,evoSPEED SL,2015-06-24,240$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2015-07-10,230$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2015-10-01,230$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2015-09-14,240$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2016-01-02,240$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2016-02-01,240$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2016-02-10,240$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,v1.06 10th Anniv.,2016-02-10,250$,['FG'],SYNTHETIC,0g,[None]
Adidas,ACE 16+ TKRZ,2015-02-01,150$,['TF'],SYNTHETIC,266g,[None]
Nike,Hypervenom Phantom II,2016-04-15,0$,['SG'],SYNTHETIC,209g,"['NEYMAR,', 'WELBECK,', 'LEWANDOWSKI,', 'ISCO']"
Nike,Tiempo Legend VI,2016-04-15,0$,['SG'],KANGAROO,244g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Magista Obra,2016-04-15,0$,['SG'],"SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
Nike,Mercurial Superfly V,2016-05-28,275$,"['AG', 'FG', 'SG']",KNIT,0g,"['ALEXIS SANCHEZ,', 'DYBALA,', 'MARCHISIO,', 'VIDAL,', 'ROJO,', 'PASTORE']"
Adidas,X 15.1,2015-06-01,200$,"['AG', 'FG', 'SG']",SYNTHETIC,192g,"['THOMAS MULLER,', 'GARETH BALE,', 'LUIS SUAREZ,', 'ANGEL DI MARIA,', 'KARIM BENZEMA,', 'ARJEN ROBBEN,', 'DIEGO COSTA,', 'MARCELO,', 'DAVID VILLA']"
Adidas,Messi 15.1,2015-10-01,220$,"['FG', 'SG']",SYNTHETIC,232g,['MESSI']
Adidas,Messi 15.1,2015-10-01,220$,"['FG', 'SG']",SYNTHETIC,232g,['MESSI']
Adidas,Messi 15.1,2015-10-10,220$,"['FG', 'SG']",SYNTHETIC,232g,['MESSI']
Adidas,Messi 15.1,2016-02-23,220$,"['FG', 'SG']",SYNTHETIC,232g,['MESSI']
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 15.1,2015-03-01,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 16.1,2015-12-02,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 16.1,2015-12-02,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 16.1,2015-12-02,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Adidas,Gloro 16.1,2015-12-02,110$,"['FG', 'HG', 'SG']",KANGAROO,238g,[None]
Puma,evoSPEED SL Leather,2016-03-04,250$,"['FG', 'SG']",KANGAROO,145g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoSPEED SL,2016-03-31,250$,"['FG', 'SG']",SYNTHETIC,103g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,evoTOUCH Pro,2016-07-10,250$,"['AG', 'FG', 'SG']",KANGAROO,212g,[None]
Puma,King II,2014-10-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King Top Stripe di,2016-02-12,160$,['FG'],KANGAROO,0g,[None]
Puma,King Top Stripe di,2016-02-12,160$,['FG'],KANGAROO,0g,[None]
Puma,King Top Stripe di,2016-02-12,160$,['FG'],KANGAROO,0g,[None]
Nike,MercurialX Proximo CR7,2016-03-20,160$,"['IN', 'TF']",KNIT,0g,[None]
Nike,Mercurial Superfly CR7,2016-03-20,285$,"['AG', 'FG', 'SG']",KNIT,200g,['CHRISTIANO RONALDO']
Puma,evoSPEED Fresh,2016-03-17,150$,['FG'],SYNTHETIC,0g,"['REUS,', 'FALCAO,', 'AGUERO']"
Puma,King II SL,2015-04-10,220$,['FG'],KANGAROO,180g,[None]
Puma,King SL Classico,2014-12-01,300$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King II,2015-07-01,180$,['FG'],KANGAROO,0g,[None]
Puma,King Top K di,2010-01-01,160$,['FG'],KANGAROO,0g,[None]
Puma,King Lothar Matthäus,2015-07-06,200$,['FG'],KANGAROO,0g,['LOTHAR MATTHäUS']
Puma,King Lothar Matthäus Premium,2015-07-06,0$,['FG'],KANGAROO,0g,['LOTHAR MATTHäUS']
Puma,King Top K di,2010-01-01,160$,['FG'],KANGAROO,0g,[None]
Umbro,Medusae Pro,2016-02-15,195$,"['HG', 'SG']",KANGAROO,185g,[None]
Umbro,Medusae Pro,2016-02-15,195$,"['HG', 'SG']",KANGAROO,185g,[None]
Umbro,Velocita II Pro,2016-01-11,195$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,Velocita II Pro,2016-01-11,195$,"['HG', 'SG']",SYNTHETIC,0g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro Tri Mess,2015-01-26,195$,['HG'],SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Umbro,Velocita Pro,2015-01-26,195$,"['HG', 'SG']",SYNTHETIC,165g,[None]
Nike,Tiempo Legend VI SE,2016-04-07,210$,['FG'],KANGAROO,244g,"['PIQUE,', 'RAMOS,', 'KOSCIELNY,', 'VARANE,', 'LLORIS,', 'CARVAJAL,', 'BOATENG']"
Nike,Magista Obra SE,2016-04-07,300$,['FG'],"SYNTHETIC,",205g,"['INIESTA,', 'GOTZE,', 'THIAGO SILVA,', 'CABAYE']"
