Daniele Rugani,Nike,Magista Opus II>,0,
Matteo Bachini,>,>,0,
Lorenzo Tonelli,Nike,Tiempo Legend VI>,0,
Diego Frugoli,Nike,Mercurial Superfly V>,0,
Davide Bassi,Nike,Hypervenom>,0,
Andrea Gemignani,>,>,0,
Luigi Sepe,Adidas,X 16.1>,0,
Luca Martinelli,Asics,Lethal Tigreor>,0,
Irakli Shekiladze,Nike,CTR360 Maestri>,0,
Rodrigo Aguirre,Nike,Mercurial Vapor XI>,0,
Henrique Sereno,Nike,Magista Opus II>,0,
Nicolas Seube,Nike,Magista Obra II>,0,
Yannick M'bone,Nike,CTR360 Maestri>,0,
Mathieu Duhamel,Nike,Hypervenom Phantom III DF>,0,
Sloan Privat,Adidas,X 16.1>,0,
Lenny Nangis,Nike,Mercurial Superfly V>,0,
Bengali-FodÃ© Koita,Nike,Mercurial Superfly V>,0,
Dennis Appiah,Nike,Magista Obra II>,0,
Jean-Jacques Pierre,Adidas,ACE 17.1 Leather>,0,
Emmanuel Imorou,Nike,Mercurial Vapor XI>,0,
Damien Perquis,Nike,CTR360 Maestri>,0,
N'Golo KantÃ©,Adidas,X 16+ Purechaos>,0,
Jordan AdÃ©oti,Adidas,ACE 17.1 Leather>,0,
Felipe Saad,Adidas,X 16.1>,0,
HervÃ© Bazile,Nike,Hypervenom Phantom III DF>,0,
JosÃ© Saez,Kipsta,700 pro>,0,
Alexandre Raineau,Adidas,X 16.1>,0,
Jean CalvÃ©,Adidas,X 16.1>,0,
Jonathan Beaulieu,Nike,Mercurial Superfly V>,0,
Thomas Lemar,Adidas,X 16.1>,0,
Damien Da Silva,Nike,Tiempo Legend VI>,0,
Yrondu Musavu-King,Nike,Mercurial Vapor IX>,0,
Paul Reulet,Adidas,X 16.1>,0,
Johann Carrasso,Adidas,ACE 17.1 Leather>,0,
MÃ©dÃ©ric Deher,Adidas,X 16.1>,0,
Jonathan Rivierez,Adidas,ACE 17.1 Leather>,0,
Sylvain Marchal,Adidas,ACE 17.1 Leather>,0,
Guido Milan,Nike,Mercurial Superfly V>,0,
Moussa GuÃ¨ye,Adidas,F50 Adizero>,0,
Romain Rocchi,Nike,Mercurial Vapor IX>,0,
Juan Manuel FalcÃ³n,Adidas,ACE 17.1 Leather>,0,
Bouna Sarr,Nike,Mercurial Superfly V>,0,
Diafra Sakho,Adidas,X 15.1>,0,
KwamÃ© Nsor,Nike,Magista Opus II>,0,
Ali Bamba,Adidas,ACE 17.1 Leather>,0,
Fadil Sido,Adidas,X 16.1>,0,
Romain MÃ©tanire,Adidas,X 16.1>,0,
Anthony Mfa Mezui,Nike,Magista Opus II>,0,
Maxwel Cornet,Adidas,X 16+ Purechaos>,0,
JÃ©rÃ©my Choplin,Adidas,Predator LZ>,0,
Thibaut Vion,Adidas,X 16.1>,0,
Ahmed Kashi,Adidas,ACE 17.1 Leather>,0,
KÃ©vin Lejeune,Nike,Magista Obra II>,0,
Yeni Atito Ngbakoto,Nike,Mercurial Superfly V>,0,
GaÃ©tan Bussmann,Nike,Tiempo Legend VI>,0,
Guirane N'Daw,Nike,Magista Obra II>,0,
Chris Philipps,Nike,Magista Obra II>,0,
JosÃ© Luis Palomino,Adidas,ACE 17.1 Leather>,0,
Mayoro N'Doye-Baye,Adidas,ACE 17.1 Leather>,0,
David Oberhauser,>,>,0,
Rudy Riou,Nike,Magista Opus>,0,
Ahmed Kantari,Nike,Magista Opus II>,0,
Alaeddine Yahia,Nike,Mercurial Vapor XI>,0,
JÃ©rÃ´me Lemoigne,Adidas,ACE 17.1 Leather>,0,
Yoann Touzghar,Adidas,F50 Adizero>,0,
Adamo Coulibaly,Nike,Mercurial Vapor XI>,0,
Pablo Chavarria,Adidas,ACE 17.1 Leather>,0,
Alassane TourÃ©,Nike,Mercurial Superfly V>,0,
Deme N'Diaye,Nike,Tiempo Legend VI>,0,
Patrick Fradj,Adidas,X 16.1>,0,
Pierrick Valdivia,Adidas,ACE 17.1 Leather>,0,
Baptiste Guillaume,Nike,Mercurial Superfly V>,0,
Lalaina Nomenjanahary,Adidas,X 16.1>,0,
Alharbi El Jadeyaoui,Adidas,X 16.1>,0,
LoÃ¯ck LandrÃ©,Nike,Magista Obra II>,0,
Wylan Cyprien,Nike,Mercurial Superfly V>,0,
Ludovic Baal,Adidas,ACE 17.1 Leather>,0,
Jean-Philippe Gbamin,Nike,Mercurial Superfly V>,0,
Benjamin Bourigeaud,Adidas,ACE 17.1 Leather>,0,
Dimitri CavarÃ©,Nike,Mercurial Superfly V>,0,
Valentin Belon,>,>,0,
Sandro RamÃ­rez,Adidas,X 15+ Primeknit>,0,
Munir El Haddadi,Adidas,X 16+ Purechaos>,0,
Edgar IÃ©,Nike,Tiempo Legend VI>,0,
Franck Bagnack,Puma,evoSPEED 17 SL-S>,0,
Sergi Samper,Nike,Magista Obra II>,0,
Alex Grimaldo,Adidas,X 16.1>,0,
Alen HaliloviÄ,Adidas,X 15.1 Leather>,0,
Filip KostiÄ,Nike,Hypervenom Phantom III>,0,
Marius StankeviÄius,Adidas,X 16.1>,0,
Mohamed Yattara,Adidas,X 16.1>,0,
Alfredo OrtuÃ±o,Puma,evoSPEED 17 SL-S>,0,
Juan SÃ¡nchez MiÃ±o,Nike,Hypervenom Phantom III DF>,0,
Pontus Jansson,Adidas,X 15.1>,0,
Josef MartÃ­nez,Nike,Mercurial Superfly V>,0,
GastÃ³n Silva,Nike,Mercurial Superfly V>,0,
Bruno Peres,Nike,Mercurial Superfly V>,0,
Caio Rangel,Adidas,X 16.1>,0,
Alessio Cragno,Nike,Tiempo Legend VI>,0,
Simone Colombi,Nike,Magista Opus II>,0,
Marco Capuano,Adidas,X 16.1>,0,
Simone Benedetti,Nike,Magista Opus II>,0,
Alessandro Capello,Nike,Magista Obra>,0,
Antonio Balzano,Nike,Tiempo Legend VI>,0,
Manuel Almunia,Nike,Magista Opus II>,0,
Francesco Zampano,Nike,Mercurial Superfly V>,0,
Antonio Loi,Nike,Tiempo Legend VI>,0,
Marco Piredda,Nike,Mercurial Superfly V>,0,
Giorgi Chanturia,Nike,Mercurial Superfly V>,0,
Artur IoniÅ£Ä,Nike,Mercurial Vapor XI>,0,
Ivan MartiÄ,Adidas,ACE 17.1 Leather>,0,
Pierluigi Gollini,Nike,Tiempo Legend VI>,0,
Aiden McGeady,Adidas,X 15.1 Leather>,0,
Tyias Browning,Nike,Mercurial Superfly V>,0,
Francisco JÃºnior,Adidas,X 16.1>,0,
Shane Duffy,Adidas,ACE 17.1 Leather>,0,
Hallam Hope,Nike,Mercurial Superfly V>,0,
Matthew Pennington,Nike,Tiempo Legend VI>,0,
Conor Grant,Nike,Magista Opus II>,0,
Chris Long,Adidas,X 16.1>,0,
Ryan Ledson,Nike,Hypervenom Phantom III DF>,0,
JoÃ£o Carlos,Adidas,X 16.1>,0,
Filipe Augusto,Nike,Magista Opus II>,0,
Mariano Barbosa,Nike,Magista Opus II>,0,
Denis SuÃ¡rez,Nike,Magista Obra II>,0,
Sergio Rico,Adidas,ACE 17.1 Primeknit>,0,
Luismi,Nike,Mercurial Vapor XI>,0,
Leonardo Spinazzola,Nike,Tiempo Legend VI>,0,
EdenÃ­lson,Nike,Magista Obra II>,0,
Molla WaguÃ©,Nike,Tiempo Legend VI>,0,
Masahudu Alhassan,Puma,evoSPEED 17 SL-S>,0,
Alexis Zapata,Nike,Mercurial Superfly V>,0,
Nicola Belmonte,Adidas,X 16.1>,0,
PaweÅ Bochniewicz,Mizuno,Morelia Neo>,0,
Albert Riera,Adidas,ACE 17.1 Leather>,0,
Guilherme,Nike,Magista Opus II>,0,
Jaime Romero,Nike,Mercurial Superfly V>,0,
Davide Faraoni,Nike,Magista Opus II>,0,
Agostino Camigliano,Adidas,ACE 17.1 Leather>,0,
Lucas Barrios,Nike,Mercurial Vapor IX>,0,
Abdul Rahman Baba,Nike,Mercurial Superfly V>,0,
Ravel Morrison,Adidas,X 15.1>,0,
Nemanja Radoja,Nike,Magista Opus II>,0,
Steven Zuber,Nike,Mercurial Superfly V>,0,
Florin GardoÅ,Nike,Magista Opus II>,0,
Miguel Torres,Adidas,X 16.1>,0,
Will Buckley,Adidas,X 16.1>,0,
Aloys Nong,Nike,Mercurial Vapor XI>,0,
IvÃ¡n LÃ³pez,Nike,Mercurial Vapor XI>,0,
Rafael Martins,Nike,Mercurial Vapor XI>,0,
JosÃ© Luis Morales,Nike,Mercurial Superfly V>,0,
Juanpi,Adidas,X 16.1>,0,
Samu Castillejo,Adidas,X 16.1>,0,
IvÃ¡n RodrÃ­guez,>,>,0,
HernÃ¡n PÃ©rez,Adidas,X 16.1>,0,
Bobby Zamora,Under Armour,Blur Carbon III>,0,
Danny Graham,Umbro,UX-2>,0,
Alan Hutton,Nike,Hypervenom Phantom III>,0,
Gary Gardner,Nike,Magista Opus II>,0,
Charles N'Zogbia,Adidas,F50 Adizero>,0,
Shay Given,Puma,evoPOWER Vigor 1>,0,
Enda Stevens,Nike,Tiempo Legend VI>,0,
Janoi Donacien,Adidas,ACE 17.1 Leather>,0,
Callum Robinson,Adidas,X 16.1>,0,
Graham Burke,Nike,Magista Opus II>,0,
Jack Grealish,Nike,Hypervenom Phantom III>,0,
Jerome Binnom-Williams,Nike,CTR360 Maestri>,0,
Stephen Ward,Nike,Magista Obra II>,0,
Massimo Coda,Puma,evoPOWER Vigor 1>,0,
Cristian Ãlvarez,Nike,Tiempo Legend VI>,0,
Eldin JakupoviÄ,Nike,Magista Opus II>,0,
Nick Powell,Adidas,X 16.1>,0,
Michael Keane,Nike,Tiempo Legend VI>,0,
Tyler Blackett,Nike,Hypervenom Phantom III DF>,0,
Tom Thorpe,Adidas,ACE 17.1 Leather>,0,
Reece James,Nike,Mercurial Vapor XI>,0,
Will Keane,Nike,Mercurial Superfly V>,0,
Sam Johnstone,Nike,Magista Opus II>,0,
Jack Stephens,Nike,Tiempo Legend VI>,0,
Jake Sinclair,Adidas,F50 Adizero>,0,
Brek Shea,Adidas,X 16.1>,0,
Jack Butland,Nike,Hypervenom Phantom III DF>,0,
Dale Eve,Adidas,ACE 17.1 Leather>,0,
MikaÃ«l Mandron,Nike,Magista Obra II>,0,
Martin Smith,Adidas,ACE 17.1 Leather>,0,
Liam Agnew,Adidas,ACE 17.1 Leather>,0,
Joel Dixon,>,>,0,
Alan Tate,Adidas,ACE 17.1 Leather>,0,
Josh Sheehan,Adidas,ACE 17.1 Leather>,0,
Lee Lucas,Adidas,F50 Adizero>,0,
Rory Donnelly,Adidas,X 16.1>,0,
Stephen Kingsley,Adidas,ACE 16.1 Leather>,0,
Scott Tancock,Adidas,Predator LZ>,0,
Tom Carroll,Nike,Magista Opus II>,0,
Ryan Mason,Adidas,ACE 16.1>,0,
Luke McGee,Nike,Tiempo Legend VI>,0,
Kemar Roofe,Nike,Mercurial Vapor IX>,0,
Bradley Garmston,Adidas,Predator LZ>,0,
Mani O'Sullivan,Adidas,ACE 17.1 Leather>,0,
Callam Jones,Nike,Magista Opus II>,0,
Reece Burke,Adidas,X 16.1>,0,
Federico Andrada,Adidas,X 16.1>,0,
Raphael Spiegel,Nike,Magista Opus II>,0,
JoÃ£o Cancelo,Nike,Mercurial Vapor X>,0,
Federico Piovaccari,Puma,evoPOWER Vigor 1>,0,
Joao RodrÃ­guez,Nike,Mercurial Vapor IX>,0,
Yassine Bounou,Nike,Tiempo Legend VI>,0,
Nikita Contini,Adidas,Predator LZ>,0,
Melker Hallberg,Puma,evoSPEED 17 SL-S>,0,
Mike Petrasso,Adidas,X 16.1>,0,
Unai Bustinza,Mizuno,Morelia Neo>,0,
Ager Aketxe,Adidas,F50 Adizero>,0,
Unai Bilbao,Adidas,X 16.1>,0,
ClÃ©ber,Nike,Tiempo Legend VI>,0,
Lucas Scholl,Adidas,X 16.1>,0,
Mitsuru Maruoka,Mizuno,Morelia Neo>,0,
Khaled Narey,Nike,Mercurial Superfly V>,0,
Jean-Sylvain Babin,Adidas,X 16.1>,0,
Abdoul Sissoko,Nike,CTR360 Maestri>,0,
HÃ©ctor Yuste,Puma,evoPOWER Vigor 1>,0,
Darwin MachÃ­s,Adidas,X 16.1>,0,
Stefan Ristovski,Asics,Lethal Tigreor>,0,
Andrea Seculin,Lotto,Zhero Gravity>,0,
Ervin ZukanoviÄ,Nike,Magista Opus II>,0,
Thomas Mangani,Adidas,F50 Adizero>,0,
Nicola Bellomo,Nike,Tiempo Legend VI>,0,
Edimar,Puma,evoPOWER Vigor 1>,0,
Paul Papp,Nike,Tiempo Legend VI>,0,
Grega SorÄan,Nike,Tiempo Legend VI>,0,
Alessandro Sbaffo,Puma,King>,0,
Jonathan,>,>,0,
Fredy Hinestroza,Adidas,F50 Adizero>,0,
HÃ©ctor HernÃ¡ndez,Nike,Mercurial Vapor XI>,0,
Edson Braafheid,Nike,Tiempo Legend VI>,0,
Santiago Gentiletti,Adidas,X 16.1>,0,
Mamadou Tounkara,Puma,evoPOWER>,0,
Giacomo Sciacca,Nike,Magista Opus II>,0,
Isaac Donkor,Adidas,X 16.1>,0,
Davide Costa,Nike,Tiempo Legend VI>,0,
Andrea Palazzi,Nike,Tiempo Legend VI>,0,
Federico Bonazzoli,Nike,Hypervenom Phantom II>,0,
VinÃ­cius Freitas,Adidas,F50 Adizero>,0,
Damien Duff,Nike,Magista Obra II>,0,
Danilo Cataldi,Adidas,X 16+ Purechaos>,0,
Paolo Parente,>,>,0,
Joseph Marie Minala,Puma,evoPOWER Vigor 1>,0,
Diego Perotti,Adidas,X 16.1>,0,
Mario Sampirisi,Puma,evoSPEED 17 SL-S>,0,
Davide Marsura,Adidas,X 16.1>,0,
Armando Izzo,Nike,Mercurial Superfly V>,0,
Mario Alberto Santana,Nike,Magista Opus II>,0,
Eugenio Lamanna,Mizuno,Morelia Neo>,0,
Antonino Ragusa,Adidas,X 16.1>,0,
Giuseppe Panico,Adidas,X 16.1>,0,
Moro Alhassan,Lotto,Solista>,0,
Riccardo Improta,Puma,evoSPEED 17 SL-S>,0,
Rolando Mandragora,Nike,Magista Opus II>,0,
Franco Mussis,Adidas,11pro>,0,
Alex Cordaz,Nike,Magista Obra II>,0,
CristÃ³bal Jorquera,Adidas,X 16.1>,0,
Marijan ÄoriÄ,Nike,Tiempo Legend VI>,0,
Andrea Rispoli,Nike,Hypervenom>,0,
Fabiano Santacroce,Puma,evoPOWER>,0,
Gianluca Musacci,Nike,Hypervenom Phantom III DF>,0,
Alessandro Iacobucci,Adidas,ACE 17.1 Leather>,0,
Soufiane Bidaoui,Nike,Mercurial Superfly V>,0,
Abdelkader Ghezzal,Adidas,F50 Adizero>,0,
Abass Alhassan,Nike,Mercurial Vapor XI>,0,
Leonardo Pavoletti,Nike,Tiempo Legend VI>,0,
Marcello Sereni,Adidas,Nitrocharge>,0,
Ettore Gliozzi,>,>,0,
Mattia Valoti,Adidas,ACE 17.1 Leather>,0,
Lorenzo Ferrari,Puma,evoPOWER Vigor 1>,0,
Mohamed Fares,Adidas,F50 Adizero>,0,
Pierluigi Cappelluzzo,Nike,Mercurial Vapor XI>,0,
Alessandro De Vitis,Puma,evoSPEED 17 SL-S>,0,
Luca Rizzo,Nike,Magista Opus II>,0,
Samuele Massolo,Adidas,ACE 17.1 Leather>,0,
IvÃ¡n Piris,Adidas,X 16.1>,0,
Nabil Jaadi,Nike,Mercurial Vapor XI>,0,
Jakub Jankto,Nike,Tiempo Legend VI>,0,
Ivi,Nike,Mercurial Vapor XI>,0,
Carlos Vigaray,Nike,Tiempo Legend VI>,0,
Isaac Success,Nike,Mercurial Vapor XI>,0,
Bobley Anderson,Nike,Hypervenom Phantom III DF>,0,
Joan JordÃ¡n,Nike,Magista Opus II>,0,
Alexander Callens,Adidas,X 16.1>,0,
Ander Bardaji,Nike,CTR360 Maestri>,0,
Alain Oyarzun,Nike,Hypervenom Phantom III DF>,0,
Juan MuÃ±oz,Nike,Hypervenom Phantom III DF>,0,
Jaume DomÃ¨nech,Joma,Champions Cup>,0,
Robert IbaÃ±ez,Adidas,X 16.1>,0,
Samu,Nike,Mercurial Vapor XI>,0,
Douglas,Adidas,ACE 17.1 Leather>,0,
Nico Pulzetti,Mizuno,Morelia Neo>,0,
Lucas Souza,Adidas,ACE 17.1 Leather>,0,
AdriÃ¡n MarÃ­n,Nike,Mercurial Vapor XI>,0,
Federico Mattiello,Adidas,ACE 17.1 Leather>,0,
Kenneth Vermeer,Nike,Tiempo Legend VI>,0,
Ricardo van Rhijn,Nike,Magista Obra II>,0,
Niklas Moisander,Adidas,ACE 17.1 Leather>,0,
Nicolai Boilesen,Nike,Tiempo Legend VI>,0,
Mike van der Hoorn,Nike,Tiempo Legend VI>,0,
Viktor Fischer,Nike,Mercurial Vapor XI>,0,
Lerin Duarte,Nike,Tiempo Legend VI>,0,
Kolbeinn SigthÃ³rsson,Nike,Tiempo Legend VI>,0,
Davy Klaassen,Nike,Hypervenom Phantom III>,0,
Ricardo Kishna,Nike,Mercurial Vapor XI>,0,
JaÃ¯ro Riedewald,Adidas,ACE 17.1 Primeknit>,0,
Mitchell Dijks,Nike,Magista Opus II>,0,
Craig Bellamy,Warrior,Superheat>,0,
Lucas Andersen,Nike,Mercurial Superfly V>,0,
Robert MuriÄ,Adidas,X 16.1>,0,
Lasse SchÃ¸ne,Nike,Mercurial Vapor X>,0,
Anwar El Ghazi,Nike,Mercurial Superfly V>,0,
Kenny Tete,Adidas,X 16.1>,0,
Stefano Denswil,Nike,Magista Obra II>,0,
Gareth Barry,Adidas,ACE 17.1 Leather>,0,
Thulani Serero,Nike,Mercurial Vapor XI>,0,
Nick Viergever,Nike,Magista Opus II>,0,
Riechedly Bazoer,Nike,Magista Obra II>,0,
Tobias Sana,Adidas,F50 Adizero>,0,
Ruben Ligeon,Nike,Mercurial Superfly V>,0,
Richairo Å½ivkoviÄ,Nike,Mercurial Superfly V>,0,
Peter Leeuwenburgh,Adidas,Predator LZ>,0,
Alex McCarthy,Puma,evoPOWER Vigor 1>,0,
Rio Ferdinand,Nike,Magista Opus II>,0,
SaÃºl BerjÃ³n,Adidas,X 16.1>,0,
Steven Gerrard,Adidas,ACE 17.1 Leather>,0,
Pablo de Blasis,Nike,Mercurial Superfly V>,0,
Sinan Kurt,Adidas,X 15.1>,0,
Ãlex PÃ©rez,Puma,King>,0,
Joe Cole,Nike,Tiempo Legend VI>,0,
Emiliano VelÃ¡zquez,Nike,Magista Obra II>,0,
Alexis PÃ©rez,Adidas,ACE 17.1 Leather>,0,
ToÃ±o,Nike,Hypervenom Phantom III DF>,0,
Ricardo Bagadur,>,>,0,
Nathaniel Chalobah,Nike,Hypervenom Phantom III DF>,0,
Habib Habibou,Nike,Mercurial Vapor IX>,0,
Javier Saviola,Adidas,X 15.1>,0,
DÃ³ria,Nike,Magista Opus II>,0,
JoÃ£o Pedro GalvÃ£o,Nike,Mercurial Superfly V>,0,
James McArthur,Nike,Magista Obra>,0,
Niko KranjÄar,Adidas,ACE 17.1 Leather>,0,
Konstantinos Giannoulis,Nike,Mercurial Vapor IX>,0,
Antonio Mazzotta,Nike,Mercurial Superfly V>,0,
Alejandro GÃ³mez,Adidas,X 16.1>,0,
Sadio ManÃ©,Nike,Mercurial Vapor XI>,0,
Michael Frey,Puma,evoSPEED 17 SL-S>,0,
OtÃ¡vio,Nike,Mercurial Vapor XI>,0,
Dejan LekiÄ,Nike,CTR360 Maestri>,0,
Luka DjordjeviÄ,Nike,Hypervenom Phantom III DF>,0,
Kevin Doyle,Nike,Tiempo Legend VI>,0,
SimÃ£o,Adidas,ACE 17.1 Leather>,0,
Brian Lenihan,Adidas,ACE 17.1 Leather>,0,
Tom Lawrence,Nike,Hypervenom Phantom III DF>,0,
Andrew Johnson,Adidas,X 16.1>,0,
Maxime Lestienne,Adidas,X 16.1>,0,
Iker Casillas,Adidas,ACE 17.1 Primeknit>,0,
Diawandou Diagne,Nike,Magista Opus II>,0,
Matias Concha,Puma,evoSPEED 17 SL-S>,0,
Markus Halsti,Puma,evoSPEED 17 SL-S>,0,
Magnus Eriksson,Puma,evoSPEED 17 SL-S>,0,
Markus Rosenberg,Adidas,ACE 17.1 Leather>,0,
Guillermo Molins,Adidas,X 16.1>,0,
Simon Thern,Puma,evoSPEED 17 SL-S>,0,
Simon Kroon,Puma,evoPOWER Vigor 1>,0,
Filip Helander,Adidas,X 16.1>,0,
Johan Hammar,>,>,0,
Ricardinho,Puma,King>,0,
Erik Johansson,Nike,Mercurial Superfly V>,0,
Carles Puyol,Nike,Tiempo Legend VI>,0,
Xavi,Adidas,ACE 17.1 Leather>,0,
Amin Nazari,Puma,evoSPEED 17 SL-S>,0,
Robin Olsen,Puma,King>,0,
Zlatan Azinovic,>,>,0,
Sixten Mohlin,Puma,King>,0,
Erdal Rakip,Puma,evoSPEED 17 SL-S>,0,
Emil Forsberg,Nike,Mercurial Vapor XI>,0,
Esteban,Adidas,ACE 17.1 Leather>,0,
Alexander Blomqvist,>,>,0,
Pawel Cibicki,Puma,evoSPEED 17 SL-S>,0,
Isaac Kiese Thelin,Nike,Mercurial Vapor XI>,0,
Enoch Kofi Adu,Nike,CTR360 Maestri>,0,
Agon Mehmeti,Nike,Hypervenom Phinish>,0,
Anton Tinnerholm,Puma,King>,0,
Pa Konate,Puma,evoSPEED 17 SL-S>,0,
Piotr Johansson,>,>,0,
AljaÅ¾ Cotman,Nike,Tiempo Legend VI>,0,
Marko Å uler,Adidas,11pro SL>,0,
Nicolas Anelka,Nike,Hypervenom Phantom III DF>,0,
Å½eljko FilipoviÄ,Nike,Mercurial Vapor XI>,0,
Welle N'Diaye,Nike,Hypervenom Phantom III DF>,0,
Aleksander RajÄeviÄ,Nike,Magista Opus II>,0,
AleÅ¡ MejaÄ,Nike,Magista Obra II>,0,
Sintayehu Sallallich,Nike,Mercurial Vapor XI>,0,
Ãlvaro MedrÃ¡n,Nike,Tiempo Legend VI>,0,
Marcos Tavares,Adidas,ACE 17.1 Leather>,0,
Luka ZahoviÄ,Adidas,X 16.1>,0,
Jean-Philippe Mendy,Nike,Mercurial Vapor XI>,0,
Rok Sirk,>,>,0,
Damjan VukliÅ¡eviÄ,Nike,Magista Obra II>,0,
Nusmir FajiÄ,Adidas,X 16.1>,0,
Dudu Biton,Nike,Magista Opus II>,0,
Amir DerviÅ¡eviÄ,Adidas,X 16.1>,0,
Dare VrÅ¡iÄ,Nike,Mercurial Vapor XI>,0,
Dino HotiÄ,>,>,0,
Dejan Trajkovski,Adidas,X 16.1>,0,
Ranko Moravac,Nike,Mercurial Vapor IX>,0,
Mitja Viler,Adidas,Nitrocharge>,0,
Petar StojanoviÄ,Nike,Mercurial Vapor IX>,0,
Å½iga Å½ivko,>,>,0,
Damjan Bohar,Adidas,F50 Adizero>,0,
Jasmin HandanoviÄ,Nike,Tiempo Legend iD>,0,
Arghus,Adidas,X 16.1>,0,
Matko ObradoviÄ,Nike,Magista Obra II>,0,
AleÅ¡ Mertelj,Adidas,ACE 17.1 Leather>,0,
Matic Ärnic,Nike,Mercurial Superfly V>,0,
Luka MilivojeviÄ,Adidas,X 16.1>,0,
Delvin N'Dinga,Adidas,ACE 17.1 Leather>,0,
Jimmy Durmaz,Puma,evoPOWER Vigor 1>,0,
Alejandro DomÃ­nguez,Adidas,ACE 17.1 Leather>,0,
Roberto JimÃ©nez,Nike,Magista Obra II>,0,
Dimitris Diamantakos,Adidas,X 16.1>,0,
Andreas Bouchalakis,Nike,Mercurial Superfly V>,0,
David Fuster,Nike,Magista Obra II>,0,
Dimitris Siovas,Adidas,X 16.1>,0,
Tasos Avlonitis,Adidas,ACE 17.1 Leather>,0,
Kostas Fortounis,Adidas,ACE 17.1 Leather>,0,
Jorge BenÃ­tez,Nike,Mercurial Superfly V>,0,
Nikos Vergos,Nike,Mercurial Superfly V>,0,
Leandro Salino,Adidas,X 16.1>,0,
Eleftherios Choutesiotis,Nike,Magista Opus II>,0,
BalÃ¡zs Megyeri,Nike,Magista Opus II>,0,
Gevorg Ghazaryan,Nike,Mercurial Vapor XI>,0,
Michael Olaitan,Adidas,X 16.1>,0,
Florent Malouda,Nike,Mercurial Vapor XI>,0,
Urko Pardo,Nike,Magista Obra>,0,
Anastasios Kissas,>,>,0,
Dionysis Chiotis,>,>,0,
Konstantinos Vasilevski,>,>,0,
Angelos Kalyfommatos,>,>,0,
JoÃ£o Guilherme,Adidas,X 16.1>,0,
Nuno Morais,Adidas,ACE 17.1 Leather>,0,
Tiago Gomes,Adidas,X 16.1>,0,
Vinicius,Adidas,ACE 17.1 Leather>,0,
Kostakis Artymatas,Nike,Hypervenom Phantom III DF>,0,
Georgios Efrem,>,>,0,
Nectarios Alexandrou,Adidas,ACE 17.1 Leather>,0,
TomÃ¡s De Vincenti,Nike,Mercurial Vapor IX>,0,
Markos Charalambous,>,>,0,
Efstathios Aloneftis,Nike,Hypervenom Phantom III DF>,0,
Constantinos Charalambidis,Nike,Mercurial Vapor XI>,0,
Gustavo Manduca,Adidas,X 16.1>,0,
Alex Konstantinou,>,>,0,
Rafik Djebbour,Nike,Mercurial Vapor XI>,0,
Cillian Sheridan,Adidas,X 16.1>,0,
Pieros Sotiriou,>,>,0,
Sergey Chernik,Adidas,Predator LZ>,0,
Germans Malins,>,>,0,
Artem Soroko,>,>,0,
Denis Polyakov,Nike,Mercurial Vapor IX>,0,
Nemanja TubiÄ,Nike,Tiempo Legend VI>,0,
Egor Filipenko,Puma,King>,0,
Vitali Gajduchik,Nike,Tiempo Legend VI>,0,
Filip MladenoviÄ,Adidas,ACE 17.1 Primeknit>,0,
Maksim Volodjko,Nike,Hypervenom Liquid Diamond>,0,
Anri Khagush,Nike,Mercurial Vapor XI>,0,
Aleksandr Volodko,Nike,Mercurial Vapor XI>,0,
Ilia Aleksievich,Adidas,Predator LZ>,0,
Edgar Olekhnovich,Nike,Tiempo Legend VI>,0,
Dmitri Likhtarovich,Mizuno,Morelia Neo>,0,
Aleksandr Pavlov,Mizuno,Morelia II>,0,
Dmitri Baga,Nike,Hypervenom Phantom III DF>,0,
Aleksandr Karnitskiy,Adidas,F50 Adizero Messi>,0,
Mikhail Gordejchuk,Mizuno,Morelia Neo>,0,
Francesco Totti,Nike,Tiempo Legend VI>,0,
Andriy Yakovlev,Adidas,F50 Adizero Crazylight>,0,
Vitali Rodionov,Joma,Propulsion>,0,
Nikolai Signevich,Adidas,F50 Adizero Messi>,0,
Dmitri Mozolevski,>,>,0,
Vladislav Stoyanov,Nike,Tiempo Legend VI>,0,
Ivan ÄvoroviÄ,>,>,0,
Massimo Ambrosini,Adidas,ACE 17.1 Leather>,0,
Georgi Argilashki,Mizuno,Morelia Neo>,0,
Cosmin MoÅ£i,Nike,Tiempo Legend VI>,0,
Alexandre Barthe,Adidas,X 16.1>,0,
Tero MÃ¤ntylÃ¤,Adidas,X 16.1>,0,
Georgi Terziev,Mizuno,Morelia Neo>,0,
Gianluigi Buffon,Puma,evoPOWER Vigor 1>,0,
Aleksandar Aleksandrov,Mizuno,Morelia Neo>,0,
Vitinha,Nike,Mercurial Vapor XI>,0,
JÃºnior CaiÃ§ara,Nike,Mercurial Vapor XI>,0,
Choco,Nike,Mercurial Vapor IX>,0,
Yordan Minev,Nike,Mercurial Vapor IX>,0,
Kristian Kitov,Nike,Magista Opus II>,0,
Svetoslav Dyakov,Adidas,ACE 17.1 Leather>,0,
Hristo Zlatinski,Nike,CTR360 Maestri>,0,
Marcelinho,Nike,Mercurial Vapor XI>,0,
FÃ¡bio Espinho,Puma,evoPOWER Vigor 1>,0,
Anicet,Nike,Hypervenom Phantom III DF>,0,
SebastiÃ¡n HernÃ¡ndez,>,>,0,
Juninho QuixadÃ¡,Nike,Mercurial Vapor XI>,0,
Wanderson,Nike,Hypervenom Phantom III DF>,0,
